event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z,assisted,x_distance,y_distance,distance,angle
shot,73d78366-8080-4030-805b-4f6cecef5067,1318,1,00:26:49.428,26,49,69,Barcelona,From Throw In,,Barcelona,Philippe Coutinho Correia,Left Wing,0.529473,,0.040630344,cc40b725-fe83-4bc8-99d4-f32fb5605a0d,foot,Open Play,Saved,Normal,,,,,,,100.1,26.7,118.9,37.6,0.3,1,19.900000000000006,13.3,23.93532953606447,33.7564588977868
shot,aa2245ab-5fee-4bdb-81cf-5956297769e9,1696,1,00:34:37.281,34,37,84,Barcelona,Regular Play,,Barcelona,Arturo Erasmo Vidal Pardo,Right Center Midfield,1.518454,,0.02024558,33808318-6036-4cb7-a2cb-c27a459271c8,foot,Open Play,Off T,Normal,,,,,,,89.5,40.4,120.0,45.9,0.5,1,30.5,0.3999999999999986,30.502622838044598,0.7513769830242862
shot,16140c77-a8c4-4a6b-b2f3-4b947f4b61c3,1845,1,00:40:02.807,40,2,96,Barcelona,From Free Kick,,Barcelona,Philippe Coutinho Correia,Left Wing,1.248147,,0.06780146,,foot,Free Kick,Post,Normal,,,,,,,99.3,26.0,120.0,37.7,2.8,0,20.700000000000003,14.0,24.989797918350604,34.07160980739418
shot,fa28ee70-0ffc-4868-bcda-f04dbd9fce7c,1999,1,00:45:16.823,45,16,106,Barcelona,From Free Kick,,Barcelona,Ivan Rakitić,Center Defensive Midfield,1.139193,True,0.06630956,68a7f646-23d1-4d56-ae3e-c85ab3f3a7ff,head,Open Play,Off T,Normal,,,,,,,109.1,38.0,120.0,40.0,4.5,1,10.900000000000006,2.0,11.081967334368032,10.397333522436345
shot,2b8886a7-202f-4931-8992-dbccf13a98c6,2264,2,00:05:00.949,50,0,115,Barcelona,From Counter,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.838336,,0.09976652,20630a03-e651-4ffb-bf2b-f0d52c812efd,foot,Open Play,Saved,Normal,,,,,,,97.8,37.0,118.8,37.3,0.2,1,22.200000000000003,3.0,22.401785643113367,7.696051722016569
shot,bb832b4d-2b78-4b34-8bd4-0b0947cbc70c,2572,2,00:11:33.908,56,33,134,Barcelona,From Throw In,,Barcelona,Ivan Rakitić,Center Defensive Midfield,1.331076,,0.023856716,,foot,Open Play,Off T,Normal,,,,,,,101.4,25.9,120.0,44.6,2.1,0,18.599999999999994,14.100000000000001,23.34030848125191,37.16447489351146
shot,8935f5d0-7f32-40e7-8e3a-9c22284c9dbd,2686,2,00:14:10.861,59,10,140,Barcelona,From Free Kick,,Barcelona,Ousmane Dembélé,Left Wing,1.350128,,0.047325138,f027514d-c7e7-4d0a-8525-266fdc0ad774,foot,Open Play,Off T,Normal,True,,,,,,103.5,24.8,120.0,46.8,1.3,1,16.5,15.2,22.434125790857106,42.6516466869004
shot,fcdff99a-b81e-4c16-8610-ac590c5d5833,2760,2,00:16:09.349,61,9,144,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.309595,,0.022416797,f7781cdc-9522-41e2-a1eb-9e8d17bfac51,foot,Open Play,Blocked,Normal,,,,,,,106.3,55.5,111.1,49.3,,1,13.700000000000003,15.5,20.686710710018644,48.52746805037412
shot,6a8896b1-09af-4286-a139-ced481c1b90e,2772,2,00:16:14.521,61,14,144,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.421224,,0.1140077,6c969932-c465-4627-9962-34f9d3e2e574,foot,Open Play,Goal,Normal,,,,,,,111.6,47.3,120.0,36.7,0.2,1,8.400000000000006,7.299999999999997,11.128791488746657,40.99219545762763
shot,16ff5bed-f0f9-4817-83c2-4e10706b64c9,2797,2,00:18:07.556,63,7,146,Levante,From Free Kick,,Levante,Borja Mayoral Moya,Center Forward,0.147447,,0.21997468,73ffdb36-8d05-47cb-bb4e-7a6f549a647f,foot,Open Play,Saved,Lob,True,,,,,,112.1,49.2,113.3,48.3,0.9,1,7.900000000000006,9.200000000000003,12.126417442921886,49.34745690755967
shot,5f07a204-2a4f-4e8a-b999-41f9c3cfa830,2867,2,00:20:55.864,65,55,151,Barcelona,From Throw In,,Barcelona,Arturo Erasmo Vidal Pardo,Right Center Midfield,0.458738,True,0.028834378,9f299ad1-f26c-48c6-9ddc-52bc0afd2d44,foot,Open Play,Saved,Normal,True,,,,,,108.3,54.3,118.1,43.9,1.6,1,11.700000000000003,14.299999999999997,18.476471524617462,50.710593137499636
shot,df492cb2-4e5a-4d27-b18f-c2c0fbca61df,2950,2,00:22:13.115,67,13,154,Levante,Regular Play,,Levante,José Luis Morales Nogales,Left Midfield,0.460696,,0.28585705,e9ac0fa1-c0d4-4b47-a02e-a83a4d77e558,foot,Open Play,Off T,Half Volley,,,,True,,,107.3,32.7,120.0,42.7,3.5,1,12.700000000000003,7.299999999999997,14.64854941623914,29.890424877659523
shot,e6a662a8-d8b5-4938-8e83-a2e03c68b860,2957,2,00:23:46.217,68,46,157,Levante,From Free Kick,,Levante,Enis Bardhi,Left Center Midfield,0.299298,,0.07960832,,foot,Free Kick,Blocked,Normal,,,,,,,101.1,25.9,109.0,30.2,,0,18.900000000000006,14.100000000000001,23.580076335754306,36.724107172924796
shot,a95d92c9-9630-4b06-91cc-f9d3e77a9aa7,2969,2,00:23:51.835,68,51,157,Levante,From Free Kick,,Levante,Rubén Rochina Naixes,Right Center Midfield,0.42446,,0.02465977,a2a0ddd8-685e-4183-8943-377369232657,foot,Open Play,Off T,Half Volley,,,,,,,106.8,54.6,120.0,49.6,0.6,1,13.200000000000003,14.600000000000001,19.682479518597248,47.88296345253954
shot,ba850b72-9f5e-46a6-9d5d-53003cf924ae,2977,2,00:25:29.213,70,29,159,Levante,From Free Kick,,Levante,David Remeseiro Salgueiro,Right Midfield,0.336126,,0.08039386,,foot,Free Kick,Blocked,Normal,,,,,,,94.1,37.8,104.0,38.2,,0,25.900000000000006,2.200000000000003,25.993268359327196,4.855168417206757
shot,b6d19185-1066-46dc-8755-8e32d4051351,3136,2,00:30:04.743,75,4,165,Barcelona,From Free Kick,,Barcelona,Arturo Erasmo Vidal Pardo,Right Center Midfield,0.852399,,0.1330269,214310c8-2051-4f67-8dad-e5a4d527a590,foot,Open Play,Saved,Normal,,,,,,,103.5,49.6,118.3,42.9,2.2,1,16.5,9.600000000000001,19.08952592391964,30.19162296095761
shot,aef818d3-7b3e-45d0-a934-a1d9e3486745,3230,2,00:33:38.030,78,38,173,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.535816,,0.09215564,760060ac-fe7f-4f70-be30-4d6ccdf2e198,foot,Open Play,Saved,Normal,,,,,,,103.4,29.4,117.6,38.0,0.2,1,16.599999999999994,10.600000000000001,19.695684806576285,32.56043798115346
shot,e9712294-8fb3-4c20-971d-3c042dc94422,3405,2,00:38:54.764,83,54,196,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.12983,,0.053697884,6cbfd3ea-96ab-4a34-bf46-f0ab507d7620,foot,Open Play,Off T,Normal,,,,,,,98.5,45.2,120.0,35.1,0.3,1,21.5,5.200000000000003,22.119900542271886,13.596481866097648
shot,029cbc24-f859-4cc9-b8fa-09d2cc62a9c8,3521,2,00:41:18.726,86,18,199,Barcelona,From Counter,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.103589,,0.04508064,0fda0b0f-6278-4baf-9750-afcd279c2174,foot,Open Play,Blocked,Normal,,,,,,,109.5,53.3,110.5,52.4,,1,10.5,13.299999999999997,16.945205811674285,51.70983680775693
shot,6e5245b4-8db4-4c4d-b503-ae2d55c4febd,3629,2,00:43:48.621,88,48,202,Levante,From Throw In,,Levante,Enis Bardhi,Left Center Midfield,0.759596,,0.08115551,8f8e7d1d-21c6-4e86-8ea0-5b77aac377b1,foot,Open Play,Post,Volley,True,,,,,,106.9,32.8,120.0,44.0,0.3,1,13.099999999999994,7.200000000000003,14.948244044034064,28.794001311005747
shot,7ec50616-2c89-4d57-98c1-3d6f6e5f7d62,3693,2,00:45:01.049,90,1,205,Levante,From Throw In,,Levante,Jorge Andújar Moreno,Right Back,1.202112,True,0.012846224,6540d618-d380-450f-a934-37d884f5568e,foot,Open Play,Saved,Half Volley,,,,,,,105.5,60.3,119.7,43.6,2.4,1,14.5,20.299999999999997,24.946743274423618,54.46232220802562
shot,40157343-0023-4752-a084-af207d2fae82,480,1,00:07:58.907,7,58,14,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,1.0394,,0.04698755,,foot,Open Play,Saved,Normal,,,,,,,97.0,45.9,118.0,37.5,0.5,0,23.0,5.899999999999999,23.744683615495912,14.387387873444588
shot,bbda4a53-36d9-4699-8a60-5dce71d89f36,603,1,00:11:37.408,11,37,21,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.4855,,0.09008799,,foot,Free Kick,Blocked,Normal,,,,,,,92.0,34.0,103.1,34.8,,0,28.0,6.0,28.635642126552707,12.094757077012101
shot,59d156c6-f760-406a-b42f-a96af8c0ad36,620,1,00:12:01.850,12,1,22,Barcelona,From Corner,,Barcelona,Ousmane Dembélé,Right Midfield,1.5073,True,0.026485145,e226c47f-5e57-4a75-9877-dafde98a06a6,foot,Open Play,Off T,Normal,,,,,,,95.6,44.0,120.0,46.5,3.3,1,24.400000000000006,4.0,24.72569513684095,9.309940174986036
shot,6fd57f6e-6c78-4a6c-9fa9-553d32fb6d0d,641,1,00:12:45.867,12,45,23,Villarreal,From Goal Kick,,Villarreal,Gerard Moreno Balaguero,Center Forward,0.4284,,0.18845047,c66fdbd5-4678-4a9a-bdff-814e2fa84a3f,foot,Open Play,Post,Normal,,,,True,,,114.0,46.7,120.0,44.1,0.5,1,6.0,6.700000000000003,8.993886812718962,48.15484286479199
shot,dbe320b9-e978-4d76-a3ef-2f992b22ed53,646,1,00:12:50.860,12,50,23,Villarreal,From Goal Kick,,Villarreal,Samuel Chimerenka Chukwueze,Right Wing,0.3544,,0.018130636,,foot,Open Play,Blocked,Normal,,,,,,,110.8,56.3,112.0,53.7,,0,9.200000000000003,16.299999999999997,18.717104476921634,60.55887081828132
shot,4b1920db-2634-431b-9666-d422c4e6df84,652,1,00:12:53.089,12,53,23,Villarreal,From Goal Kick,,Villarreal,Mario Gaspar Pérez Martínez,Right Back,0.9533,True,0.048217457,28bd4168-6cd5-4fb5-b967-232146ff7e02,foot,Open Play,Saved,Normal,True,,,,,,104.0,51.8,118.1,42.8,0.3,1,16.0,11.799999999999997,19.880643852752854,36.40877456777235
shot,30166bfa-b701-4e9f-b06b-6da74f7ad14a,715,1,00:13:46.910,13,46,34,Villarreal,Regular Play,,Villarreal,Samuel Chimerenka Chukwueze,Right Wing,0.9936,,0.022839418,e0e74ad2-fe1c-48ae-b7d1-54f21bbf4c6c,foot,Open Play,Saved,Normal,,,,,,,100.1,51.1,116.5,43.7,0.4,1,19.900000000000006,11.100000000000001,22.78639945230488,29.15229501807313
shot,f68843d0-5004-4b1c-b597-484b7da9c66a,870,1,00:16:26.001,16,26,68,Barcelona,Regular Play,,Barcelona,Ivan Rakitić,Right Center Midfield,1.2827,,0.05128832,c5c36a3e-a598-4153-b4dd-64bbff399e6a,foot,Open Play,Off T,Normal,True,,,,,,95.0,46.0,120.0,45.0,0.7,1,25.0,6.0,25.709920264364882,13.495733280795811
shot,95509204-68e7-40f4-96d7-d8e0fef9757d,1264,1,00:22:38.966,22,38,76,Barcelona,Regular Play,,Barcelona,Ousmane Dembélé,Right Midfield,1.1111,,0.019612715,,foot,Open Play,Saved,Normal,,,,,,,100.0,56.0,118.2,37.8,1.9,0,20.0,16.0,25.612496949731394,38.659808254090095
shot,0aa15209-adc5-4bda-91ef-bf8e9a86c797,1453,1,00:26:56.880,26,56,88,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,1.2796,,0.07925525,,foot,Free Kick,Saved,Normal,,,,,,,92.8,33.5,118.8,36.8,1.6,0,27.200000000000003,6.5,27.965872058636045,13.439951593747992
shot,f9ef5e43-d49b-4601-88d9-ee4b7205816f,1689,1,00:30:24.013,30,24,95,Barcelona,Regular Play,,Barcelona,Ousmane Dembélé,Right Midfield,0.4184,,0.050025534,20111d9f-7473-410d-a4f0-bad9a469a5a0,foot,Open Play,Blocked,Normal,,,,,,,108.4,47.3,114.5,42.3,,1,11.599999999999994,7.299999999999997,13.705838172107528,32.182631767204825
shot,60565cb1-2b2d-4ea3-ba8a-183b580d43f1,1886,1,00:34:59.341,34,59,103,Barcelona,From Corner,,Barcelona,Gerard Piqué Bernabéu,Right Center Back,0.8066,,0.16998313,a5b871e0-a032-4b14-8ce8-f5b9d1b331db,head,Open Play,Goal,Normal,,,,,,,112.7,36.4,120.0,43.7,1.6,1,7.299999999999997,3.6000000000000014,8.139410298049851,26.250242369688902
shot,bd517ebf-17b3-49b8-8fb3-39ca001c363f,1971,1,00:38:01.433,38,1,107,Barcelona,From Corner,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.4705,,0.102957055,f56e4412-6e30-4d99-90e4-ab580b64b985,foot,Open Play,Saved,Normal,True,,,,,,112.9,29.1,118.2,35.8,0.3,1,7.099999999999994,10.899999999999999,13.008458786497341,56.92073853992233
shot,96a0088c-823b-42ab-84f9-5d555316ebab,2101,1,00:41:06.292,41,6,115,Villarreal,Regular Play,,Villarreal,Gerard Moreno Balaguero,Center Forward,0.3515,,0.035780706,6ae85ec5-fd69-4e22-8c7f-eb0e917f050b,foot,Open Play,Blocked,Normal,,,,,,,105.3,54.4,111.8,46.7,,1,14.700000000000003,14.399999999999999,20.577900767571023,44.409342785353324
shot,fe61a52f-80f8-451f-a7a1-b87f42b5a2a9,2106,1,00:41:08.061,41,8,115,Villarreal,Regular Play,,Villarreal,Mario Gaspar Pérez Martínez,Right Back,0.1989,,0.10452045,,foot,Open Play,Blocked,Normal,True,,,,,,107.5,47.2,111.1,46.0,,0,12.5,7.200000000000003,14.425324953012325,29.941942530272975
shot,66105dd5-0205-49f2-b310-f12fcb92146e,2394,2,00:02:01.195,47,1,126,Barcelona,From Corner,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,0.12,,0.016278882,d612757f-e34d-47ec-a52a-351508d3866c,foot,Open Play,Blocked,Normal,,,,,,,89.6,44.5,95.1,43.1,,1,30.400000000000006,4.5,30.73125444885061,8.42013833726016
shot,f97e2b1d-790d-4c51-bd51-b2a6a8faab05,2766,2,00:08:33.804,53,33,137,Villarreal,Regular Play,,Villarreal,Santiago Cáseres,Center Midfield,0.392102,,0.031671956,6ba301d7-143e-4818-86bf-92265689f834,foot,Open Play,Blocked,Normal,,,,,,,92.0,40.0,97.8,39.6,,1,28.0,0.0,28.0,0.0
shot,5218ed40-58a4-4ff9-bcdf-db8ed63f19bd,3151,2,00:16:46.273,61,46,149,Villarreal,From Free Kick,,Villarreal,Santiago Cazorla González,Left Center Midfield,1.5718,True,0.035434287,adcf2d55-cb7b-4364-8253-d458928d5813,foot,Open Play,Off T,Normal,,,,,,,99.7,26.7,120.0,52.2,4.6,1,20.299999999999997,13.3,24.2689101527036,33.23171106797936
shot,aa876ce6-d7e3-484a-8814-9e0861f2efba,3192,2,00:20:18.651,65,18,154,Villarreal,From Free Kick,,Villarreal,Álvaro González Soberón,Right Center Back,0.16,True,0.028039707,92487e05-109c-45ce-846c-fd91333c3601,head,Open Play,Blocked,Normal,,,,,,,107.2,42.7,108.1,42.6,,1,12.799999999999997,2.700000000000003,13.081666560496027,11.91121543197161
shot,4afa2987-4e7d-4895-80ad-05395c16480b,3275,2,00:23:18.411,68,18,157,Villarreal,From Free Kick,,Villarreal,Santiago Cazorla González,Left Defensive Midfield,1.2734,,0.05817347,,foot,Free Kick,Off T,Normal,,,,,,,95.0,52.0,120.0,41.6,3.8,0,25.0,12.0,27.730849247724095,25.64100582430528
shot,d0db577a-2121-43a2-95b5-d5f3b439a08e,3658,2,00:30:41.841,75,41,166,Villarreal,From Throw In,,Villarreal,Carlos Arturo Bacca Ahumada,Left Center Forward,0.5349,,0.057928182,2bd41389-2ce1-487a-a8b5-390ca8d2c90c,foot,Open Play,Off T,Normal,,,,True,,,119.5,53.7,120.0,44.5,0.5,1,0.5,13.700000000000003,13.709121051329296,87.90984084628933
shot,9174dbad-6d9c-420d-950a-3df54cf9ba9a,3740,2,00:31:59.406,76,59,167,Barcelona,From Goal Kick,,Barcelona,Philippe Coutinho Correia,Left Midfield,1.3077,,0.02823571,fcde19e7-4eda-46a9-8ba8-2b49631c99e9,foot,Open Play,Off T,Normal,,,,,,,95.1,34.1,120.0,48.6,1.6,1,24.900000000000006,5.899999999999999,25.589450951515165,13.330264853336976
shot,216dbfc0-fb35-4a17-a91c-f09d3cb5b777,3881,2,00:36:45.838,81,45,175,Barcelona,From Corner,,Barcelona,Sergio Busquets i Burgos,Center Defensive Midfield,0.132,True,0.015346006,6d8aae90-8df5-4cd9-851b-35298aa03bc1,head,Open Play,Blocked,Normal,,,,,,,112.2,49.1,112.6,48.4,,1,7.799999999999997,9.100000000000001,11.985407794480752,49.39870535499554
shot,83aa7113-e6a4-47ef-9d01-3fb29e9eaa5a,3885,2,00:36:47.492,81,47,175,Barcelona,From Corner,,Barcelona,Malcom Filipe Silva de Oliveira,Left Midfield,1.6215,,0.07829652,,head,Open Play,Off T,Normal,,,,,,,110.1,31.9,120.0,42.8,4.0,0,9.900000000000006,8.100000000000001,12.791403363196713,39.28940686250035
shot,fb2d3f31-ba70-4723-8ae6-e01ffd0b05ab,3975,2,00:39:12.943,84,12,181,Villarreal,Regular Play,,Villarreal,Mario Gaspar Pérez Martínez,Right Back,0.2196,,0.08051071,c5a4d53e-28d6-4dd4-88fd-9a0158740abf,foot,Open Play,Blocked,Normal,,,,,,,103.2,45.9,106.7,44.0,,1,16.799999999999997,5.899999999999999,17.80589789929168,19.350789137871228
shot,92e5163e-e300-4d71-8742-145631c56ff2,4035,2,00:41:03.237,86,3,185,Barcelona,From Counter,,Barcelona,Carles Aleña Castillo,Left Center Midfield,1.8004,,0.31017327,8189be3e-6929-43a7-929c-5bf401a7689c,foot,Open Play,Goal,Lob,,,,True,,,104.1,47.1,120.0,36.8,1.3,1,15.900000000000006,7.100000000000001,17.4132133737573,24.06271472572534
shot,8ef2530c-c0bf-4016-9169-e7acb5450f92,4137,2,00:45:49.110,90,49,191,Barcelona,From Free Kick,,Barcelona,Jordi Alba Ramos,Left Back,0.9881,,0.022976471,5c21dbd9-8e6c-432d-9c38-93246baf2290,foot,Open Play,Wayward,Volley,True,,,,,,115.1,25.1,112.1,53.1,,1,4.900000000000006,14.899999999999999,15.685024705112836,71.79608129397344
shot,2b42f556-3f8a-4266-814f-0e7d8dd0e2ba,4171,2,00:46:21.436,91,21,191,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Center Forward,1.1135,,0.047796734,94c602d5-a4ee-4731-9de6-9ff20bad2121,foot,Open Play,Saved,Normal,,,,,,,95.3,39.6,118.0,42.7,0.5,1,24.700000000000003,0.3999999999999986,24.703238654071253,0.9277857744616758
shot,820c6292-04f0-40a4-a236-211e52617b04,37,1,00:00:24.014,0,24,2,Girona,From Kick Off,,Girona,Aleix García Serrano,Right Center Midfield,0.085717,True,0.021023573,,foot,Open Play,Blocked,Half Volley,,,,,,,93.9,42.5,95.1,42.4,,0,26.099999999999994,2.5,26.219458423087225,5.471409109595839
shot,b4a109ec-2c40-48fa-bad8-5c1b8fee759f,492,1,00:08:53.823,8,53,19,Barcelona,From Throw In,,Barcelona,Nélson Cabral Semedo,Right Back,0.85786,,0.20148467,,foot,Open Play,Goal,Normal,True,,,,,,106.6,48.0,120.0,43.4,0.3,0,13.400000000000006,8.0,15.606408939919527,30.837831944687235
shot,95cc4efa-b32e-49c2-9b8b-1a869c3e4146,607,1,00:13:35.455,13,35,24,Girona,From Free Kick,,Girona,Pedro Alcalá Guirado,Right Center Back,0.905706,,0.096166246,23bdd395-fe3a-447b-bc76-c2213130718b,head,Open Play,Off T,Normal,,,,,,,113.5,49.2,120.0,44.6,4.9,1,6.5,9.200000000000003,11.264546151532251,54.75796344134781
shot,10bf948a-846d-4a83-bf9f-00cf6cc30b55,687,1,00:15:02.407,15,2,27,Barcelona,Regular Play,,Barcelona,Philippe Coutinho Correia,Left Wing,0.301021,True,0.4199703,38030426-263a-4fe6-a9a2-bb6fbcaa94db,foot,Open Play,Saved,Normal,,,,True,,,105.1,32.2,109.4,35.5,0.0,1,14.900000000000006,7.799999999999997,16.818144963104587,27.631604714550896
shot,de3fc708-15de-4848-b4d3-8c614b9df641,1088,1,00:22:29.779,22,29,41,Barcelona,From Throw In,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.313079,True,0.034953766,cbe8495e-def0-40f0-9f1a-46b0b46ecd32,foot,Open Play,Off T,Normal,,,,,,,96.8,46.2,120.0,34.6,2.7,1,23.200000000000003,6.200000000000003,24.01416248799862,14.962155254326555
shot,48c5f330-bac6-4720-8804-7c3eb9be66ee,1346,1,00:30:03.199,30,3,53,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.405469,,0.099086754,,foot,Free Kick,Blocked,Normal,,,,,,,98.0,32.6,110.1,37.1,,0,22.0,7.399999999999999,23.21120419107979,18.591067726780302
shot,74524da0-4747-45a6-8b3b-f8b6a49cb1b3,1385,1,00:31:42.073,31,42,57,Girona,Regular Play,,Girona,Cristian Portugués Manzanera,Right Center Forward,1.280882,,0.038355544,b573d918-1158-4147-8a23-79b656266246,head,Open Play,Off T,Normal,,,,,,,103.5,39.6,120.0,32.5,0.9,1,16.5,0.3999999999999986,16.504847772699996,1.3887165895513194
shot,88dfe4d0-4b88-4074-a254-e4f2ca825c11,1497,1,00:35:04.077,35,4,63,Girona,From Free Kick,,Girona,Bernardo José Espinosa Zúñiga,Center Back,0.248032,True,0.22435269,66d2c3ba-a047-4085-9b4f-5ce60cf88a4e,head,Open Play,Saved,Normal,,,,,,,114.3,39.3,116.5,39.1,1.7,1,5.700000000000003,0.7000000000000028,5.742821606144495,7.001267557495363
shot,0e880767-ce53-409f-8c8a-2389092e0391,1512,1,00:35:19.903,35,19,63,Girona,From Free Kick,,Girona,Juan Pedro Ramírez López,Left Center Back,0.173694,,0.04752417,1d2f6391-da7c-4a18-b6a1-2a079c6bce87,foot,Open Play,Blocked,Normal,,,,,,,102.1,43.1,103.4,42.9,,1,17.900000000000006,3.1000000000000014,18.166452598127137,9.825277042148459
shot,086739f8-9a23-4b26-bae2-79b6f421c87b,1747,1,00:41:20.430,41,20,75,Girona,Regular Play,,Girona,Cristhian Ricardo Stuani Curbelo,Left Center Forward,0.425178,,0.115915574,4c89e438-4132-4aa1-8059-73db131b5229,foot,Open Play,Saved,Normal,True,,,,,,107.5,53.2,115.9,43.1,0.3,1,12.5,13.200000000000003,18.179383927955318,46.560199686928684
shot,7ed79fc4-732d-4ef5-988f-8c3b5e880554,1752,1,00:41:22.094,41,22,75,Girona,Regular Play,,Girona,Pere Pons Riera,Center Defensive Midfield,0.713025,,0.29923782,,foot,Open Play,Blocked,Normal,True,,,,,,112.8,45.4,119.3,38.7,,0,7.200000000000003,5.399999999999999,9.000000000000002,36.869897645844006
shot,1e02c79a-5e65-4b56-921c-f2e820d56db5,1836,1,00:44:58.814,44,58,80,Girona,Regular Play,,Girona,Alejandro Granell Nogué,Left Center Midfield,1.350495,True,0.027008537,1f2b7fea-de6e-4986-8d8e-3bb70ac170ad,foot,Open Play,Off T,Normal,,,,,,,90.0,40.3,120.0,27.1,4.2,1,30.0,0.29999999999999716,30.001499962501875,0.5729386976834805
shot,0c158fd9-3373-4b38-8cb3-871034cd816d,1901,2,00:01:03.210,46,3,83,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.259345,,0.03017752,,foot,Free Kick,Off T,Normal,,,,,,,93.1,54.3,120.0,43.0,5.0,0,26.900000000000006,14.299999999999997,30.46473370965189,27.995045303808304
shot,cd8bf9ac-233d-4933-896f-8116d7aaf75c,2122,2,00:04:36.364,49,36,90,Girona,Regular Play,,Girona,Cristhian Ricardo Stuani Curbelo,Left Center Forward,0.365852,True,0.16684361,,foot,Open Play,Saved,Normal,,,,True,,,113.2,51.5,119.0,43.8,1.6,0,6.799999999999997,11.5,13.360014970051491,59.403990532937335
shot,9c1f9e12-f84a-4ab5-9dd9-b7f46bb32920,2281,2,00:09:25.455,54,25,98,Girona,Regular Play,,Girona,Cristhian Ricardo Stuani Curbelo,Left Center Forward,0.641493,,0.07343893,5cbeb7f1-8bf5-489f-ba66-84215122ee2a,foot,Open Play,Saved,Normal,,,,,,,105.3,33.1,118.5,39.8,0.3,1,14.700000000000003,6.899999999999999,16.238842323269232,25.144785630678932
shot,c935678e-9046-4db9-bb3e-575bcc96fca4,2288,2,00:09:37.270,54,37,100,Barcelona,From Keeper,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.279123,,0.037264507,4a897525-638c-4e5f-998a-fa63b378cd13,foot,Open Play,Blocked,Normal,,,,,,,100.7,29.3,102.5,30.0,,1,19.299999999999997,10.7,22.06762334280699,29.00416768647709
shot,0db61e85-a495-467a-92dd-70cc45105803,2461,2,00:14:42.625,59,42,106,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.202828,,0.034907013,bfbc92cf-5215-44c8-b3da-d51ca6ba31d7,foot,Open Play,Blocked,Normal,,,,,,,105.3,27.9,106.3,28.5,,1,14.700000000000003,12.100000000000001,19.039432764659775,39.458795221960145
shot,4a452550-62cb-439c-b735-468a7707ad6a,2504,2,00:15:17.977,60,17,107,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.629774,,0.0544335,b5a0c362-b751-4f2e-83f6-38fa6a7ec181,foot,Open Play,Off T,Volley,True,,,,,,117.9,50.1,120.0,51.3,2.1,1,2.0999999999999943,10.100000000000001,10.316006979447039,78.2543665747121
shot,48b13023-2b14-4ba5-91ab-19f2362aceb8,2774,2,00:20:17.612,65,17,121,Girona,Regular Play,,Girona,Cristhian Ricardo Stuani Curbelo,Left Center Forward,1.784213,True,0.11876807,9925d36c-0a2b-4698-983d-31bc497af8e3,head,Open Play,Wayward,Normal,,,,,,,112.9,34.7,111.7,69.1,,1,7.099999999999994,5.299999999999997,8.86002257333467,36.74056202012121
shot,a652b990-06fe-410f-b0a0-f362424391f6,2961,2,00:22:59.953,67,59,122,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.814524,,0.23261307,5f3ded1f-4e52-4ec5-b1c9-abcca90efb78,foot,Open Play,Goal,Lob,,,,,,,103.9,40.6,120.0,39.6,1.3,1,16.099999999999994,0.6000000000000014,16.11117624507906,2.1342587625022973
shot,7b23bc35-f642-45d7-b0c5-8e27af1d0e7e,3053,2,00:26:57.969,71,57,129,Barcelona,Regular Play,,Barcelona,Philippe Coutinho Correia,Left Wing,0.421462,True,0.025280938,e3c20454-7c01-48ed-a71d-a489bb860b0b,foot,Open Play,Blocked,Normal,,,,,,,96.6,26.9,102.4,30.3,,1,23.400000000000006,13.100000000000001,26.81734513332743,29.241369832227655
