event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z,assisted,x_distance,y_distance,distance,angle
shot,53fc97c1-8c2a-43de-bc97-f881c9cfd226,80,1,00:01:26.989,1,26,5,Valencia,From Throw In,,Valencia,Daniel Parejo Muñoz,Left Center Midfield,1.008134,,0.044829246,4a080234-e9cb-412b-a053-561db9fc8863,foot,Open Play,Saved,Normal,True,,,,,,97.2,52.3,118.1,41.1,2.3,1,22.799999999999997,12.299999999999997,25.906176869619337,28.345693623076667
shot,ac660c63-ce2c-4161-a2b9-8a1759c4acb7,117,1,00:02:05.780,2,5,15,Valencia,Regular Play,,Valencia,Daniel Parejo Muñoz,Left Center Midfield,0.388572,,0.19961035,21be88d2-611f-4fbc-b1fa-dea3e3f03b7a,foot,Open Play,Saved,Normal,True,,,,,,105.5,39.4,117.8,38.8,0.9,1,14.5,0.6000000000000014,14.512408483776909,2.369508064255294
shot,e166efab-fd48-47bc-89b4-210188266e41,120,1,00:02:07.888,2,7,15,Valencia,From Counter,,Valencia,Denis Cheryshev,Left Midfield,0.88815,,0.22049403,,foot,Open Play,Post,Normal,True,,,,,,115.3,29.9,120.0,44.0,0.4,0,4.700000000000003,10.100000000000001,11.1400179533069,65.045249425421
shot,6423db20-7e34-436b-b322-7526512be6ed,376,1,00:07:06.581,7,6,22,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.312008,,0.09676448,,foot,Free Kick,Saved,Normal,,,,,,,94.8,43.6,119.2,42.6,1.0,0,25.200000000000003,3.6000000000000014,25.455844122715714,8.130102354155982
shot,25179e55-a58a-4914-b5b8-12bc6ee11b88,455,1,00:08:25.460,8,25,26,Valencia,Regular Play,,Valencia,Daniel Parejo Muñoz,Left Center Midfield,0.984443,,0.061605114,790d44e4-f38d-4537-8187-5f47e515b11d,foot,Open Play,Off T,Normal,True,,,,,,101.8,48.0,120.0,50.1,6.7,1,18.200000000000003,8.0,19.88064385275286,23.728391075952537
shot,56078419-a74f-4232-a326-7ff53ac253b5,503,1,00:09:23.063,9,23,27,Barcelona,From Goal Kick,,Barcelona,Nélson Cabral Semedo,Right Back,0.162167,,0.03872207,9f70d8f9-efbf-494d-8abe-bd11606053b3,foot,Open Play,Blocked,Normal,,,,,,,108.8,53.3,110.9,51.5,,1,11.200000000000003,13.299999999999997,17.387639287723907,49.89909245378775
shot,429ca1e9-8081-4442-b124-6ddf831f51c2,553,1,00:11:31.831,11,31,31,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,1.181036,,0.014457089,4c41bb0e-2ffa-4847-a55d-b6365e996869,foot,Open Play,Off T,Normal,,,,,,,95.6,55.4,120.0,32.2,0.8,1,24.400000000000006,15.399999999999999,28.85342267392207,32.257971341815136
shot,1df07026-0c08-48b3-a6ed-76e752afa624,717,1,00:14:26.041,14,26,33,Barcelona,Regular Play,,Barcelona,Philippe Coutinho Correia,Left Wing,1.267255,,0.030766435,6ec924dc-e05b-44ad-a73e-cbb900c3a772,foot,Open Play,Saved,Normal,,,,,,,95.1,26.0,117.5,41.1,0.9,1,24.900000000000006,14.0,28.565888748645655,29.346827574290398
shot,fc0c167c-92e6-429c-8455-00c7a2719b12,1258,1,00:23:18.307,23,18,49,Valencia,Regular Play,,Valencia,Kevin Gameiro,Left Center Forward,0.392984,,0.47733322,0c9ab45a-9423-4161-bf8e-685da1c9ef71,foot,Open Play,Goal,Normal,True,,,,,,109.1,45.3,120.0,39.2,0.3,1,10.900000000000006,5.299999999999997,12.120231020900555,25.930806462651844
shot,ae48eaf9-5d33-431f-9bf3-3f80955793ea,1478,1,00:31:51.367,31,51,59,Valencia,Other,,Valencia,Daniel Parejo Muñoz,Left Center Midfield,0.522165,,0.76,,foot,Penalty,Goal,Normal,,,,,,,108.1,40.1,120.0,36.7,1.4,0,11.900000000000006,0.10000000000000142,11.900420160649796,0.48146580583835913
shot,099a7c3d-aa74-44d1-82ab-9aead403cbf7,1723,1,00:38:43.281,38,43,70,Barcelona,Other,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.321987,,0.76,,foot,Penalty,Goal,Normal,,,,,,,108.0,40.0,120.0,41.7,0.2,0,12.0,0.0,12.0,0.0
shot,f09aaccf-4f65-4b07-8660-e9d08d334f66,1942,1,00:42:51.475,42,51,75,Barcelona,From Corner,,Barcelona,Sergi Roberto Carnicer,Left Back,0.703889,,0.02642017,d171322f-ee4d-477d-ac2e-cb394b586efd,foot,Open Play,Post,Normal,,,,,,,104.7,23.7,120.0,36.1,0.4,1,15.299999999999997,16.3,22.355759884199863,46.8125526855156
shot,c2d03074-7a73-49e9-a57e-c7d08bc317a4,1945,1,00:42:54.803,42,54,75,Barcelona,From Corner,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.66381,,0.011189527,,foot,Open Play,Saved,Half Volley,True,,,,,,113.5,22.0,118.1,36.4,1.3,0,6.5,18.0,19.13765920900464,70.14478563067895
shot,45c56822-39cd-4b54-9cf4-44c15e97cb72,2026,1,00:44:28.206,44,28,79,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.62607,,0.34560686,95cffad7-7eb7-40ae-a338-ec13b3c80749,foot,Open Play,Off T,Volley,True,,,,,,110.5,45.1,120.0,40.2,5.1,1,9.5,5.100000000000001,10.782393055347223,28.228776181369586
shot,c9cd0066-0fe5-4811-9068-cfe38af8581e,2112,1,00:47:24.945,47,24,85,Barcelona,Regular Play,,Barcelona,Ivan Rakitić,Center Defensive Midfield,1.898206,,0.01724593,,foot,Open Play,Off T,Half Volley,True,,,,,,92.2,37.2,120.0,22.5,0.2,0,27.799999999999997,2.799999999999997,27.940651388255066,5.751402090365983
shot,023b721f-b06d-47f2-b4be-c1f35a6c77cc,2201,2,00:00:57.836,45,57,87,Barcelona,From Kick Off,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.50143,,0.10669678,3309a3d7-cb98-4f86-babc-d5c4db1ade65,foot,Open Play,Saved,Normal,,,,,,,100.6,37.9,118.0,37.7,0.6,1,19.400000000000006,2.1000000000000014,19.51332877804298,6.178064902128336
shot,66457d14-6914-4759-8c81-dfe892204078,2208,2,00:01:18.234,46,18,88,Barcelona,From Corner,,Barcelona,Thomas Vermaelen,Left Center Back,2.016107,,0.037999168,,foot,Open Play,Off T,Overhead Kick,True,,,,,,105.7,42.3,120.0,53.2,1.0,0,14.299999999999997,2.299999999999997,14.483784035948613,9.137151014138704
shot,e6854cc1-992d-49a0-b98f-243e8db1045f,2319,2,00:03:28.518,48,28,93,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.155529,,0.047398824,,foot,Open Play,Blocked,Half Volley,True,,,,,,113.6,49.6,114.7,48.3,,0,6.400000000000006,9.600000000000001,11.53776408148477,56.309932474020194
shot,d932af70-c565-4d0b-90b4-310cba4d837a,2392,2,00:04:19.359,49,19,94,Barcelona,From Throw In,,Barcelona,Jordi Alba Ramos,Left Back,3.392548,,0.03625794,d74ab76d-16a6-4acd-bdf4-f384478d2dea,foot,Open Play,Wayward,Normal,True,,,,,,110.5,26.2,117.0,80.0,,1,9.5,13.8,16.753805537847217,55.45625059223088
shot,c03882e1-703f-4853-b98c-8a8480980fd6,2556,2,00:06:59.889,51,59,99,Barcelona,From Throw In,,Barcelona,Carles Aleña Castillo,Right Center Midfield,1.235389,,0.030534672,dd5a53c1-0a1e-4194-b2a8-9da0723f5211,foot,Open Play,Saved,Normal,,,,,,,92.4,40.8,117.8,42.8,0.2,1,27.599999999999994,0.7999999999999972,27.611591768675698,1.6602823689828
shot,3f9ccdb1-6272-44e9-9ef3-5cc813e05f0c,2719,2,00:09:53.382,54,53,102,Barcelona,From Throw In,,Barcelona,Ivan Rakitić,Center Defensive Midfield,1.014096,,0.018128783,41c49bda-5d02-41b8-bf50-d208412f707f,foot,Open Play,Saved,Normal,,,,,,,89.0,38.1,117.2,38.1,0.2,1,31.0,1.8999999999999986,31.058171227552982,3.50728948432213
shot,3bca3ffa-053c-463d-8f37-abbb416099a2,3012,2,00:14:23.989,59,23,109,Valencia,Regular Play,,Valencia,Rodrigo Moreno Machado,Right Center Forward,0.11661,,0.17186616,a2ce4eb1-6b59-467d-ab94-15473d562ba3,foot,Open Play,Saved,Normal,,,,,,,112.2,49.0,114.1,47.2,0.2,1,7.799999999999997,9.0,11.909659944767522,49.085616779974885
shot,087e2b4c-d475-4b15-8aac-8ffeecbfefa3,3016,2,00:14:27.519,59,27,109,Valencia,Regular Play,,Valencia,Daniel Wass,Right Midfield,0.511133,,0.14367376,b6677376-0ee1-420b-872c-42c7df88f3dc,foot,Open Play,Blocked,Normal,True,,,,,,100.0,52.0,109.9,47.7,,1,20.0,12.0,23.323807579381203,30.96375653207352
shot,c5db0afe-2e16-4349-b7dd-6ee53a3e92d7,3030,2,00:15:16.547,60,16,110,Valencia,From Corner,,Valencia,Gabriel Armando de Abreu,Left Center Back,0.771238,,0.19164443,db6c1cb8-5e9c-4e62-be93-cf0d8f9b6fe3,head,Open Play,Off T,Normal,,,,,,,112.1,39.8,120.0,41.6,6.4,1,7.900000000000006,0.20000000000000284,7.902531240052145,1.450216290933448
shot,dab69695-856a-4068-88c6-6afe6bf2985d,3093,2,00:17:02.754,62,2,114,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.956659,True,0.0418765,dbf6be97-52d4-4f13-9b3c-075e92158cab,head,Open Play,Off T,Normal,,,,,,,112.3,31.8,120.0,35.2,2.5,1,7.700000000000003,8.2,11.248555462813883,46.80116051572235
shot,b77b981d-3a5c-4939-a87c-e7f9911ad215,3115,2,00:17:46.477,62,46,117,Valencia,Regular Play,,Valencia,Rodrigo Moreno Machado,Right Center Forward,0.443501,,0.52152747,48baa578-05a0-4eb7-acf7-5cb52126802b,foot,Open Play,Off T,Half Volley,True,,,,,,114.5,44.8,120.0,43.4,4.5,1,5.5,4.799999999999997,7.299999999999998,41.11209043916691
shot,2dc679d3-1e5b-41a9-993f-4e2518aced74,3144,2,00:18:24.773,63,24,118,Barcelona,From Goal Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Right Wing,0.823075,,0.027343178,0ed70c1a-9fe7-492a-81c4-c9b22152b36f,foot,Open Play,Goal,Normal,,,,,,,97.3,34.1,120.0,36.5,0.2,1,22.700000000000003,5.899999999999999,23.454210709380096,14.56948765307026
shot,4bdc798d-3d11-46f0-9e40-267e79565289,3552,2,00:27:00.543,72,0,130,Barcelona,From Free Kick,,Barcelona,Philippe Coutinho Correia,Left Wing,0.824288,,0.024789628,,foot,Free Kick,Off T,Normal,,,,,,,90.2,26.0,120.0,34.1,3.5,0,29.799999999999997,14.0,32.924762717444146,25.16407497329428
shot,4d51ac9c-bf68-4d14-8501-82fc5007f74c,3771,2,00:30:29.091,75,29,135,Barcelona,Regular Play,,Barcelona,Philippe Coutinho Correia,Left Wing,0.371365,,0.03530243,f3768276-7e42-460c-94e2-c858d0be225b,foot,Open Play,Blocked,Normal,,,,,,,103.0,23.6,113.1,35.1,,1,17.0,16.4,23.621176939348302,43.97084519569402
shot,852d5889-a818-48bf-999e-158a38bba550,3857,2,00:32:31.279,77,31,137,Valencia,Regular Play,,Valencia,Rodrigo Moreno Machado,Right Center Forward,1.190779,,0.031125085,38879012-c0e7-41aa-9310-72ac1ebd7e02,foot,Open Play,Saved,Normal,,,,,,,97.8,55.8,117.7,41.0,0.8,1,22.200000000000003,15.799999999999997,27.248486196484386,35.43990351911369
shot,40df2f2e-6493-4f45-ab12-71be18a43164,3904,2,00:34:09.075,79,9,141,Valencia,From Throw In,,Valencia,Santiago Mina Lorenzo,Right Center Forward,0.690398,,0.08122769,7c338041-b475-4f2d-a020-b4b8d8153d90,foot,Open Play,Saved,Normal,,,,,,,104.9,51.0,117.6,41.5,2.2,1,15.099999999999994,11.0,18.681809334215995,36.072470408071936
shot,77f09d1a-5f20-4879-af23-af1e71c687d1,3973,2,00:36:15.450,81,15,152,Valencia,From Free Kick,,Valencia,Daniel Parejo Muñoz,Left Center Midfield,0.448401,,0.055629924,,foot,Free Kick,Blocked,Normal,,,,,,,97.1,53.2,107.7,48.1,,0,22.900000000000006,13.200000000000003,26.431988196123278,29.959974719196268
shot,99c8b94b-db03-4ead-9289-5f7ae81ff37d,4122,2,00:39:41.691,84,41,155,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.140525,,0.026059464,,foot,Open Play,Blocked,Half Volley,True,,,,,,109.7,25.8,111.0,27.2,,0,10.299999999999997,14.2,17.54223474931287,54.04466653441066
shot,51c2dabd-128c-460b-b88b-7e76ab81027d,379,1,00:08:50.155,8,50,23,Barcelona,From Free Kick,,Barcelona,Philippe Coutinho Correia,Left Wing,0.3244,True,0.035677057,,foot,Open Play,Blocked,Normal,,,,,,,106.8,32.1,107.7,32.7,,0,13.200000000000003,7.899999999999999,15.383432646844463,30.899881664986996
shot,953c38af-b1aa-47e4-841b-15e83562ed6c,1077,1,00:23:19.034,23,19,54,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.65214,,0.08719616,,foot,Open Play,Off T,Half Volley,True,,,,,,108.3,28.3,120.0,39.0,7.0,0,11.700000000000003,11.7,16.546298679765215,44.99999999999999
shot,588fcdcb-d23a-4a75-b94e-15e227825aa8,1152,1,00:26:15.250,26,15,59,Barcelona,From Free Kick,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,1.385374,,0.027720032,,foot,Free Kick,Saved,Normal,,,,,,,86.9,34.7,119.0,37.1,1.1,0,33.099999999999994,5.299999999999997,33.52163480500317,9.097027925800278
shot,da8af889-d900-4c77-a963-7840b32aaf82,1309,1,00:29:12.097,29,12,65,Leganés,Regular Play,,Leganés,Óscar Rodríguez Arnaiz,Right Midfield,0.142288,,0.014103699,d19edaf8-a3a8-4243-ab19-dbaa62bd143a,foot,Open Play,Blocked,Normal,,,,,,,94.3,27.7,95.7,28.4,,1,25.700000000000003,12.3,28.491753192810023,25.575740441114906
shot,025457da-7692-43f7-adaf-f9be202b75e1,1362,1,00:30:26.880,30,26,67,Barcelona,From Free Kick,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.941117,True,0.09596464,e30da41a-7405-4ebc-94a7-4ecb6161eb1e,foot,Open Play,Off T,Lob,True,,,,,,113.3,50.8,120.0,45.1,1.7,1,6.700000000000003,10.799999999999997,12.709445306542689,58.18576130218768
shot,dce7a47f-0071-4724-9d9f-c3eae583b5c3,1419,1,00:31:34.635,31,34,69,Barcelona,Regular Play,,Barcelona,Ousmane Dembélé,Right Wing,1.322617,,0.16398741,dd13febf-7d69-4959-9ed9-acca64a46fb3,foot,Open Play,Goal,Normal,True,,,,,,106.9,34.0,120.0,43.2,0.2,1,13.099999999999994,6.0,14.408677940741123,24.608502804514504
shot,f6655faf-10e3-44b4-bfea-edce3d6a9bc1,1973,1,00:44:10.217,44,10,93,Barcelona,Regular Play,,Barcelona,Philippe Coutinho Correia,Left Wing,0.878333,True,0.11935017,032b6486-24a6-4778-bf94-8e412433075c,foot,Open Play,Off T,Normal,True,,,,,,103.2,42.2,120.0,48.8,0.2,1,16.799999999999997,2.200000000000003,16.943435306926396,7.460566126168362
shot,aa96e056-4f3e-45f2-bff2-11fa58ddb03e,2245,2,00:02:41.794,47,41,101,Barcelona,From Keeper,,Barcelona,Philippe Coutinho Correia,Left Wing,1.35431,,0.11031849,1345c75e-d21c-4bd7-8f48-5084d2314cef,foot,Open Play,Off T,Normal,True,,,,,,104.1,50.1,120.0,44.7,4.1,1,15.900000000000006,10.100000000000001,18.83666637173362,32.42453450025557
shot,a46531f8-035c-4275-8ae2-e785e3dff756,2517,2,00:10:30.871,55,30,119,Barcelona,From Free Kick,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,2.621648,,0.05194595,d265888d-1705-4bbd-866b-06cf658e2d43,foot,Open Play,Off T,Normal,,,,,,,97.3,36.4,120.0,49.5,0.8,1,22.700000000000003,3.6000000000000014,22.98368986912241,9.01150635073812
shot,3d22f0f7-19c7-4320-a21e-e460c0b2ec38,2540,2,00:11:27.891,56,27,120,Leganés,From Goal Kick,,Leganés,Martin Braithwaite Christensen,Left Center Forward,0.497465,,0.55696726,576cd3a9-8508-4f6c-87d9-ddf710f864d7,foot,Open Play,Goal,Half Volley,True,,,,,,115.9,40.4,120.0,42.0,0.3,1,4.099999999999994,0.3999999999999986,4.119465984809191,5.5721978039637845
shot,5195f4ad-0200-4ded-9ab6-561e0528fcaf,2592,2,00:13:12.429,58,12,121,Barcelona,From Kick Off,,Barcelona,Ousmane Dembélé,Right Wing,1.976367,True,0.052153792,98feb0ec-00bc-4d82-ac20-61e02a82719d,foot,Open Play,Off T,Normal,,,,,,,107.8,56.2,120.0,31.9,0.2,1,12.200000000000003,16.200000000000003,20.280039447693394,53.017093073655325
shot,b39f7334-26e2-4fab-a387-5029a60a4fe7,2658,2,00:15:47.051,60,47,126,Leganés,From Free Kick,,Leganés,Óscar Rodríguez Arnaiz,Right Wing,1.31633,,0.039526694,,foot,Free Kick,Saved,Normal,,,,,,,92.5,31.5,119.0,42.0,1.3,0,27.5,8.5,28.78367592924851,17.175903615746744
shot,eb926995-9981-4e9d-b950-02b047aac795,2726,2,00:16:45.051,61,45,134,Leganés,Regular Play,,Leganés,Youssef En-Nesyri,Right Center Forward,0.1552,,0.0162601,03d33272-7c95-4e44-9f1f-dee685dacb02,foot,Open Play,Blocked,Normal,,,,,,,104.0,61.0,104.6,60.1,,1,16.0,21.0,26.40075756488817,52.69605172201657
shot,4a0a5ffa-12ec-4f71-9587-47a56f5806f7,2954,2,00:22:06.362,67,6,142,Barcelona,Regular Play,,Leganés,Martin Braithwaite Christensen,Left Center Forward,1.932986,,0.01908993,,foot,Open Play,Off T,Normal,,,,,,,87.2,43.3,120.0,29.0,0.2,0,32.8,3.299999999999997,32.96558811852141,5.745181590595283
shot,7ab01d2e-d01f-4fa4-947d-1ccc04c8e28a,3119,2,00:25:20.941,70,20,148,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Center Attacking Midfield,1.006853,,0.019536333,e3992043-7ace-4c5b-9f6c-3cb92fd69e83,foot,Open Play,Saved,Normal,,,,,,,95.0,47.6,119.1,38.1,2.1,1,25.0,7.600000000000001,26.129676614914313,16.909271810540787
shot,3d5d3db9-6452-416b-bd59-81e4cf516aef,3122,2,00:25:23.417,70,23,148,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,1.271798,,0.18417333,,foot,Open Play,Goal,Volley,True,,,,,,116.1,34.6,120.0,38.2,0.7,0,3.9000000000000057,5.399999999999999,6.661080993352358,54.16234704572167
shot,64c28dcc-e969-40b0-bef4-90a88386f4a1,3345,2,00:33:20.985,78,20,158,Barcelona,From Throw In,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.446281,True,0.37661713,94e8f48d-85c6-4030-9554-d26525fc7e2b,foot,Open Play,Saved,Half Volley,True,,,,,,107.9,40.0,119.1,39.1,1.0,1,12.099999999999994,0.0,12.099999999999994,0.0
shot,cc925fcd-9f62-4d07-8857-9046e3d7d02e,3943,2,00:46:34.288,91,34,184,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Center Attacking Midfield,0.809883,,0.08846974,f69b1ffe-d0ca-4725-85d5-ca0cebf54ef1,foot,Open Play,Goal,Normal,,,,,,,107.1,33.1,120.0,41.3,2.4,1,12.900000000000006,6.899999999999999,14.629422408283935,28.141601232261703
shot,2d0d3d25-8668-479e-9f6e-060dc1a64873,4040,2,00:49:48.083,94,48,189,Barcelona,From Corner,,Barcelona,Ivan Rakitić,Left Center Midfield,1.480783,True,0.037241615,,foot,Open Play,Off T,Normal,True,,,,,,99.1,32.2,120.0,34.7,3.4,0,20.900000000000006,7.799999999999997,22.308070288574946,20.46586305977511
shot,f4754216-8794-494d-9d38-bdd54920b297,4112,2,00:51:23.643,96,23,192,Barcelona,From Corner,,Barcelona,Luis Alberto Suárez Díaz,Center Forward,0.879336,,0.12303978,d1d11cf3-69c6-4670-bf81-e669d59347ee,foot,Open Play,Saved,Normal,True,,,,,,107.1,34.1,119.1,41.1,0.3,1,12.900000000000006,5.899999999999999,14.185203558638138,24.577666975276554
shot,6c30cac4-6f3b-4cd0-9913-26137b058416,587,1,00:10:56.243,10,56,25,Real Betis,From Throw In,,Real Betis,Cristian Tello Herrera,Left Wing Back,1.179654,,0.018496567,0326fa88-3683-4bf6-9be3-8bb25e13e625,foot,Open Play,Saved,Normal,,,,,,,101.0,22.0,118.0,38.0,0.2,1,19.0,18.0,26.1725046566048,43.45184230102203
shot,67cfa552-952c-4f72-a33a-0dd6af217a66,648,1,00:12:18.100,12,18,30,Real Betis,From Throw In,,Real Betis,Jesé Rodríguez Ruiz,Left Center Forward,1.226969,,0.3882492,45b1ca1f-81b6-4092-b22e-9bd44364b812,foot,Open Play,Saved Off Target,Volley,True,,,,,,113.7,39.9,118.1,44.9,1.5,1,6.299999999999997,0.10000000000000142,6.300793600809342,0.9093804491991546
shot,8c95e369-ec54-4a84-9d3e-51abb6f38e6e,835,1,00:17:13.830,17,13,37,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Left Center Forward,1.046942,,0.14772479,,foot,Free Kick,Goal,Normal,,,,,,,95.6,44.4,120.0,36.8,2.2,0,24.400000000000006,4.399999999999999,24.793547547698783,10.22216863363612
shot,2ae506b9-0601-460b-b91d-802296120161,1174,1,00:24:28.346,24,28,51,Barcelona,From Free Kick,,Barcelona,Lionel Andrés Messi Cuccittini,Left Center Forward,1.375915,,0.05668922,,foot,Free Kick,Saved,Normal,,,,,,,94.0,46.1,119.1,43.1,1.5,0,26.0,6.100000000000001,26.705991837039118,13.203665859691109
shot,10dc9818-a8d2-47f9-b219-9bc87d7b22e6,1344,1,00:27:01.586,27,1,58,Real Betis,From Free Kick,,Real Betis,Cristian Tello Herrera,Left Wing Back,0.116586,,0.018781504,7e29c6d9-93b0-4f39-bdc7-399e7e5bb209,foot,Open Play,Blocked,Normal,,,,,,,104.1,22.2,105.0,23.2,,1,15.900000000000006,17.8,23.867341703675343,48.226909632286684
shot,f37726e5-d69d-4843-9e1e-2c1201187ace,1369,1,00:27:21.516,27,21,58,Real Betis,From Free Kick,,Real Betis,Sergio Canales Madrazo,Right Center Midfield,0.045693,,0.15738103,3db6a26b-eb1b-473d-a58e-bde921730bb4,head,Open Play,Blocked,Normal,,,,,,,113.0,40.0,114.3,40.0,,1,7.0,0.0,7.0,0.0
shot,8543f710-a760-4adf-a3fb-5856af380cc8,1394,1,00:27:45.624,27,45,58,Real Betis,From Free Kick,,Real Betis,José Andrés Guardado Hernández,Left Center Midfield,0.253045,,0.017349543,,foot,Open Play,Blocked,Normal,,,,,,,93.7,32.7,98.1,33.3,,0,26.299999999999997,7.299999999999997,27.29432175380073,15.512874327058526
shot,0f6f478f-b080-4b7b-bd8d-e59bf1eca30c,1418,1,00:28:00.854,28,0,58,Real Betis,From Free Kick,,Real Betis,Sidnei Rechel da Silva Júnior,Left Center Back,0.203504,True,0.015062934,,foot,Open Play,Blocked,Normal,,,,,,,109.8,58.4,110.3,57.4,,0,10.200000000000003,18.4,21.038060747131613,60.99830057611187
shot,71608f25-d2a2-40d6-8e72-a61f8b182db1,1646,1,00:32:41.143,32,41,68,Real Betis,Regular Play,,Real Betis,Jesé Rodríguez Ruiz,Left Center Forward,1.025268,,0.026170956,6cbba3f0-065d-46d8-b599-3c5a3824fff4,foot,Open Play,Off T,Normal,,,,,,,107.5,23.2,120.0,46.0,0.2,1,12.5,16.8,20.940152817016404,53.34899633985647
shot,1015b9c4-2477-4a93-88dc-b374e1797ab2,1800,1,00:39:16.313,39,16,79,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Right Center Forward,0.641544,,0.31447366,af55f0c3-fff3-4c57-ba83-b6f21ee01ca1,foot,Open Play,Saved,Normal,True,,,,,,106.0,46.0,117.8,42.0,0.2,1,14.0,6.0,15.231546211727817,23.198590513648185
shot,534eb3aa-9ce0-4e50-8642-ec3d676ff136,1825,1,00:40:08.430,40,8,83,Real Betis,From Free Kick,,Real Betis,Giovani Lo Celso,Right Center Forward,0.411635,,0.08156497,dbdda9a0-bfab-4b91-ac94-b185f864fd62,foot,Open Play,Blocked,Normal,True,,,,,,101.0,35.6,110.2,39.3,,1,19.0,4.399999999999999,19.502820308868152,13.038656583022965
shot,3f06de79-6ac3-42ca-80cd-3187fd02a72a,1872,1,00:40:37.545,40,37,84,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Right Center Forward,0.170786,,0.09143173,3b5ecc0f-3ce2-4c09-a283-3ef71e6e863f,foot,Open Play,Blocked,Normal,,,,,,,110.8,51.6,111.3,51.0,,1,9.200000000000003,11.600000000000001,14.805404418657401,51.58194465517801
shot,0eb03520-813f-48e0-8a0e-8f968dac23f1,1964,1,00:44:11.705,44,11,89,Barcelona,From Corner,,Barcelona,Gerard Piqué Bernabéu,Right Center Back,0.0907,True,0.066855535,a877f6f1-b767-4d9c-888d-dbc48dd23038,head,Open Play,Blocked,Normal,,,,,,,111.7,40.2,112.2,40.4,,1,8.299999999999997,0.20000000000000284,8.302409288875126,1.380354073444472
shot,971e6343-d6c8-4f7c-bf5b-e4a5652c527e,2023,1,00:46:05.056,46,5,95,Barcelona,Regular Play,,Barcelona,Lionel Andrés Messi Cuccittini,Left Center Forward,0.606914,,0.4016253,98e87ccd-7082-4b8d-b54d-b893a268d5d8,foot,Open Play,Goal,Half Volley,True,,,,,,109.1,37.8,120.0,37.4,0.5,1,10.900000000000006,2.200000000000003,11.119802156513403,11.4109831267654
shot,e1885cb2-9de6-4e06-aaaa-85ad8474b252,2088,2,00:01:31.705,46,31,98,Barcelona,From Free Kick,,Barcelona,Luis Alberto Suárez Díaz,Right Center Forward,0.305226,,0.052468214,,foot,Open Play,Off T,Normal,,,,,,,112.9,28.4,120.0,35.2,2.4,0,7.099999999999994,11.600000000000001,13.600367642089678,58.53049310232291
shot,fb5a2643-eeed-4087-b762-8c25c7ab12c1,2208,2,00:03:50.912,48,50,102,Real Betis,From Throw In,,Real Betis,Giovani Lo Celso,Right Center Forward,0.108432,,0.026238075,8a538ac3-7600-43d0-ad81-e5d9ff9584e7,foot,Open Play,Blocked,Normal,,,,,,,100.4,26.7,102.6,27.9,,1,19.599999999999994,13.3,23.686494041964078,34.159694545669446
shot,32725ae3-135d-46ae-9d3c-bead1f44ceec,2378,2,00:07:10.756,52,10,107,Real Betis,From Free Kick,,Real Betis,Sergio Canales Madrazo,Right Center Midfield,0.333933,,0.043450154,,foot,Free Kick,Blocked,Normal,,,,,,,100.9,60.5,107.8,52.5,,0,19.099999999999994,20.5,28.018922177699835,47.02476508156105
shot,15e9c403-f90c-444e-806f-848588453681,2676,2,00:14:43.676,59,43,121,Barcelona,Regular Play,,Barcelona,Luis Alberto Suárez Díaz,Right Center Forward,1.135124,,0.52061677,465c3c3f-4672-4409-bb48-e6e0a607a065,foot,Open Play,Wayward,Normal,,,,True,True,,117.4,30.7,118.2,61.7,,1,2.5999999999999943,9.3,9.656603957913982,74.38060786128926
